reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,problemaUsabilidade
31c02c87-37b1-468f-af92-8ea28d422742,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Um jogo muito educativo,5,4,1.6.2000,2023-04-25 19:31:50,"Obrigado pela avaliação 5 estrelas e apoio.
",2023-04-27 10:43:08,1.6.2000,0
4f89807e-abd9-4682-a702-13ddf313793c,cristina makeup,https://play-lh.googleusercontent.com/a-/ACB-R5QSO3oTjudyhzESoh_aHEk22acohNna9FRidyCr,"Ótimo aplicativo ,vai ajudar muito a minha filha.",5,12,1.6.2000,2023-04-19 15:33:48,"Que bom que gostou!
",2023-04-20 09:53:57,1.6.2000,0
d172a7c5-312e-40d1-b35d-0fc15c396881,Daniel Nascimento,https://play-lh.googleusercontent.com/a-/ACB-R5TyvnIuJrP6G0u8Ux1kTK2_PFnNvaehdw543gbz,obrigada por se importar com a educação de outras crianças 🙂,5,4,1.5.2008,2023-03-28 09:44:25,"Obrigado pela avaliação 5 estrelas e apoio.
",2023-03-29 12:36:19,1.5.2008,0
45ba4522-97f2-4a76-8a40-bdbc5c1dda51,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Excelente aplicativo, com todas as ferramentas para matemática basica para criancas escolares. Sugiro que acrescentem o nivel para chegar no maximo 0 - 100. Digo isso para criancas da 5ª ate 7ª série, apresentam dificuldades na matematica basica e quando eles vem a limitação dos números ate 20 acham que é so para crianxas do 1º ciclo. Estão de parabens os criadores!",5,158,1.2.2002,2020-04-15 06:49:59,Thanks for your feedback. We are continuously working on adding more features to our app to make your experience better.,2020-04-15 08:24:02,1.2.2002,1
302df948-8ac4-427d-90de-ff115b9c7d7d,Alexia Ignis,https://play-lh.googleusercontent.com/a-/ACB-R5RqirsGZPrHZIhbTuY9FjzpBvLO0jefuUkSGxfaF0I,"O jogo em si é muito bom , mas ele poderia melhorar , tipo ir aumentando a dificuldade das contas pq chega uma hora q as contas começam a repetir aí volta tudo do início.",4,209,1.2.2005,2020-09-19 15:26:47,Please share additional info by emailing us at app_support@rvappstudios.com. We would love to understand how else we can improve it 🙏,2020-11-24 11:56:25,1.2.2005,1
7dea0934-1d9f-42fb-9dc5-7202452a575b,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Jogos muito bons, fáceis de se entender. Meus gêmeos tem cinco anos e eles conseguem desenvolver o aprendizado super bem. Obrigada aos criadores, pelo conteúdo educativo e o app sem anúncios 😉",5,113,1.2.2002,2020-01-29 14:32:24,"Great to hear your twins love our app! Thank you for the review, we hope you will support us by sharing the app with friends, tagging a celebrity parent on social media, sharing it with schools etc. We just want to reach more kids. Reviews from parents truly inspires us to keep creating more kids apps. 🙏🙏🙏",2020-01-30 11:50:27,1.2.2002,0
cb7045b6-a2a3-43d7-8a75-2080e3409d9d,Teresa Cazinga,https://play-lh.googleusercontent.com/a/AGNmyxbpRbVOcgaUDe4iIz4v81F6j4WRfYKUxLL37sDa=mo,"Amei, jogo inteligente e prático Está a ajudar bastante o meu Gedeão...",5,43,1.5.2007,2023-02-23 08:27:16,"Obrigado pela avaliação 5 estrelas e apoio.
",2023-02-23 10:27:16,1.5.2007,0
795fcb27-120e-44f7-beb1-f1d1e6a3c947,Ester Baldan dos Santos,https://play-lh.googleusercontent.com/a-/ACB-R5RQs6Ajvt3DsHZaigFYToxBbmroM4Werr4pi0Z0EKo,Muito legal!!! Amo matemáticaaaaaa!!!!!!!😁😁😁,5,0,1.6.2000,2023-05-04 00:56:02,"Que bom que gostou!
",2023-05-04 11:06:27,1.6.2000,0
b9dc0bbd-8428-4b14-8854-4b4381690f1c,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Inteligentíssimo esse jogo. Apresentação perfeita. Estimula a criança quando presenteia com os prêmios virtuais. O DESENVOLVEDOR foi iluminado. Acredito ter pensado em tudo! Caramba! Espero que chegue as mãos de todas as crianças!,5,190,1.2.2002,2020-04-12 21:01:52,"♥️♥️♥️ Reading an awesome review from a parent truly makes our day!  Every day over 100,000 parents download our kids apps and over 36 million kids will learn from our apps in 2020? It's truly a blessing to be making a difference, and thank you again for reviewing 🙏",2020-04-13 11:54:29,1.2.2002,0
2b6cc651-0a14-4f7b-aba5-7b987b18665c,Ursula Oliveira,https://play-lh.googleusercontent.com/a-/ACB-R5TwV53LyTF6GYJJo5-lUpvuoHUy2i1UwTHbnbHUNQ,"Excelente! Muito interessante! Um ótimo aplicativo para reforço escolar em matemática. Gráfico muito bem feito, conteúdos digitais e que podem ser impressos também. Recomendo!⭐⭐⭐⭐⭐",5,208,1.2.2005,2020-11-24 12:13:04,Obrigado pela avaliação 5 estrelas e apoio.,2020-11-24 10:21:18,1.2.2005,0
b4203210-aae9-47d5-87b0-663cda18a816,Tatiana Gomes da Silva,https://play-lh.googleusercontent.com/a/AGNmyxaZbVcLP9TwZ0tLu2Yrb5qwqktcvtSdf2KzjhBO=mo,Esse jogo é muito bom quem achou ruim pois eu achei bom esse jogo ensina aprender a tabuada e muitas outras coisas é muito legal e divertido eu gostei bastante desse jogo de matemática e de divisão a gente aprende a tabuada bem rápido e principalmente as crianças que gostam de aprender e estudar bastante fala tudo sobre a tabuada de mais de menos de vezes e dividir achei muito bom mesmo quem não gostou porque não quis,5,61,,2020-08-10 23:51:58,Obrigado pela avaliação 5 estrelas e apoio.,2020-08-11 09:49:19,,0
974befca-e075-4884-b17f-5beb8a616027,Maria Cristina Lizardo,https://play-lh.googleusercontent.com/a/AGNmyxYhqpXd12KhnI_FnAEwDmKO8NIfa_55mfQBZnag=mo,O jogo é bom gostei muito mais o que podia melhorar era os certificados porque para ganlhar ele tem que fazer muitas contas e também podiam fazer uma nova atualização para você poder jogar com os seus amigos para fazerem tipo uma batalha de matematica essa e a a minha opinião,4,80,1.2.2007,2021-03-19 20:27:49,"Thank you very much for your review concerning our game. We are always collecting user feedback and emails that we can apply with updates.
",2021-03-20 09:12:48,1.2.2007,1
f303e86e-66c5-44bb-9022-cdf504a9ad39,Claudia Galvão,https://play-lh.googleusercontent.com/a/AGNmyxYb2KFbZL7DIctulYxiiBOScIHKttp8hjmMXvLR=mo,"Gostei muito, muito bom pra Crianças de 7 Pra cima. Tem como alterar o nível tipo pro Intermediário Iniciante e Avançado. Simplesmente É incrível o App! Muito Obgs pelo Jogo!!!",5,72,1.3.2007,2021-11-19 11:18:34,,,1.3.2007,0
569f7fec-487d-417f-96f0-7b1a5d8fcc48,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ótimo app, está ajudando muito no desenvolvimento do meu filho, e lindo ver com ainda tem pessoas que se importam com os outros, parabéns pela iniciativa de querer ajudar outras pessoas com o seu app!",5,27,1.1.2008,2019-10-30 18:13:15,"From the bottom of our hearts ❤️, thank you for the wonderful review! Reviews from parents truly inspire us beyond words I can express here. We love to read how our apps are helping kids, gives us a purpose, and continues to inspire us to create more free for kids. 😀",2019-11-01 14:02:19,1.1.2008,0
503397f6-c2fc-41e5-87cf-4d3eabbe0e6f,Carolina Zibordi,https://play-lh.googleusercontent.com/a/AGNmyxaUb5X241LLHxJ0RrM2v8b6drqgcEY31_cd-ibp=mo,"Minha filha adorou, achou engraçado e fez ela se interessar mais pela matemática. Parabéns aos desenvolvedores do app, tenho certeza que ajudarão muitas crianças a serem mais felizes nos estudos.",5,110,1.2.2005,2020-09-21 14:17:32,"Obrigado pela avaliação 5 estrelas e apoio. Compartilhe e apoie a educação das crianças. Conte a pais, professores, escolas e organizações sem fins lucrativos. 🙏🙏🙏🙏🙏",2020-11-24 12:18:14,1.2.2005,0
2dead6de-8665-4cbb-ac0d-f8e2a73eac86,Natalícia Kruger,https://play-lh.googleusercontent.com/a-/ACB-R5Tt1VBABql3bsAXZnIxt_0zcxKVeL09EvRpHRagKw,"Muito bom! Mas ele deveria por umas outras continhas de matematica pois sao quase todas de 1 ano Podedia ser ate o 4 ano ai bastante gente ia gostar dele❤ mas eu uso ele do mesmo jeito, eu adoro esse app e outra ele pedi muita compra. Mais eu ainds jogo UnU ❤❤❤❤",4,30,,2021-11-15 14:15:12,,,,1
f95d1ae4-03f2-4f0b-8db9-f6f14ef06378,Fernanda Dutra,https://play-lh.googleusercontent.com/a-/ACB-R5SUWHybk7BeDj2VDoDpUSABzkL6gf6esKozkvmXzsE,"Muito obrigada, estava procurando um app q de para minha filha aprender sozinha e isso ajudou muito ela está no 3 ano e a professora dela disse q ela está indo bem em matemática, matemática era oque ela menos sabia, então por isso agradeço 😁",4,22,1.3.2007,2021-10-29 14:09:14,"Que bom que gostou! Dê mais estrelas pra gente! 🙏🙏🙏🙏🙏

",2021-10-30 11:46:00,1.3.2007,0
9d4e91bd-f8bb-4ab3-8b08-93f5b34c0791,Maria,https://play-lh.googleusercontent.com/a-/ACB-R5Tdd5-vyW_nI4uBsPAhKkQmIdrnjp8lULZhrk6E,Muito. Bom a minha irmã de 6 anos está aprendendo muito rápido amei❤️❤️❤️❤️,5,75,1.5.2007,2023-01-19 13:07:09,"Obrigado pela avaliação 5 estrelas e apoio.
",2023-01-20 08:41:32,1.5.2007,0
1302a80a-2a7f-46f6-be1b-3e9a5dcac210,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ótimo aplicativo sem anúncio e vários idiomas mais o que eu mais gostei foi a narração por voz ne todos aplicativo educacional que bota a narração tá de parabéns nota 1000 minha filha adoro ❤❤,5,58,1.2.2002,2020-02-27 02:16:58,"Que bom que gostou! Obrigado pela avaliação 5 estrelas e apoio. Compartilhe e apoie a educação das crianças. Conte a pais, professores, escolas e organizações sem fins lucrativos. 🙏👍😀♥️",2020-02-27 07:49:21,1.2.2002,0
1773addd-6a01-417d-9ab7-d47a26d99a77,Maria Gabriela Oliveira dos Santos,https://play-lh.googleusercontent.com/a/AGNmyxYrs1ItNJXilbYvDqzwKj2DDiKxYFSYKIhP4cjG=mo,Muito legal muito bom muito divertido mas podia ser melhor porque só tem inglês minha mãe colocou no inglês e não tem como mudar gente é bem seguro tá tá bom disso criança pelo amor de Deus não deixa os seus pais estalarem esse aplicativo,4,13,,2022-12-02 13:49:21,"It is in Portuguese, you can change language if it did not auto change 😀👍 Visit the settings menu to change the language. We would love for you to update the review if you like the game.
",2022-12-13 09:19:11,,1
f53fce00-3d58-44e2-b73b-de02e55a56c6,Vanessa Macedo de Oliveira,https://play-lh.googleusercontent.com/a/AGNmyxaCR0B-kHezHa36wkCqnGonx_693qwJIM9wDsa8=mo,"ele e muito bom , eu aprendi várias coisas com esse jogo eu recomendo vcs jogarem, pra quem está ruim em Matemática, joguem, esse jogo ensina várias coisas de matemática!!",5,17,,2022-04-03 03:38:09,"Que bom que gostou! Compartilhe e apoie a educação das crianças. Conte a pais, professores, escolas e organizações sem fins lucrativos.
",2022-04-05 13:14:53,,0
5a2809f1-4005-412f-9a11-70d639429adc,Hellen Martins Leocadio Santos,https://play-lh.googleusercontent.com/a/AGNmyxb_DKuIu0zuDa4JCccUa6yOeF0-dRPLbjswxVw0=mo,Amei este aplicativo muito educativo para as crianças aprenderem,5,3,1.5.2006,2023-01-09 23:07:34,"Obrigado pela avaliação 5 estrelas e apoio.
",2023-01-10 10:04:07,1.5.2006,0
f080c198-e6eb-4293-8806-6b3a8c87e472,Rafaely Campos Ferreira,https://play-lh.googleusercontent.com/a-/ACB-R5TJN2aBuCBxw88H5brCL3lT2xQsB7jpj_Jsy495,"Excelente, minha filha amou! Continhas de adição e subtração. Prêmios que incentivam. Não precisa mudar nada.",5,131,1.2.2003,2020-07-06 10:06:30,"Obrigado pela avaliação 5 estrelas e apoio. Compartilhe e apoie a educação das crianças. Conte a pais, professores, escolas e organizações sem fins lucrativos. 🙏🙏🙏🙏🙏",2020-07-07 15:26:32,1.2.2003,0
3f0e7bea-f03f-4883-87fe-4a243bd23203,Jorge Miguel,https://play-lh.googleusercontent.com/a/AGNmyxbSwo18hgyA185FZyGmHekZIMhC0rjGH1wV_i_1=mo,Muito bom Demais Demais Demais,5,0,1.5.2008,2023-04-21 15:53:34,"Que bom que gostou!
",2023-04-27 10:29:00,1.5.2008,0
3e270303-e2ab-45de-97b2-9bbb64c0ed85,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"App perfeito, principalmente agora com a paralisação das escolas por conta do Covid-19. Minha filha aprende brincando! Adorou e achou super divertido! 😍🙏🏻",5,23,,2020-04-08 05:40:13,"Que bom que gostou! Obrigado pela avaliação 5 estrelas e apoio. Compartilhe e apoie a educação das crianças. Conte a pais, professores, escolas e organizações sem fins lucrativos. 🤩🤩🤩🤩🤩👍❤️♥️❤️♥️♥️🙏",2020-04-08 10:34:53,,0
a3a21d94-603f-46ae-9ed0-4325fef01034,Romel Pnogueira,https://play-lh.googleusercontent.com/a/AGNmyxZUDQuDqXMkZkTFcTZiYHHCA-IL9_VZDRzyF2Wl=mo,muito bom. ajudou muito.,5,0,1.6.2000,2023-04-23 13:12:39,"Obrigado pela avaliação 5 estrelas e apoio.
",2023-04-27 10:31:52,1.6.2000,0
f14b9a07-7a31-4d3e-bd1a-6f2ab25dc45d,se diverdinto com as gêmeas Gabriella e Gabrielli,https://play-lh.googleusercontent.com/a-/ACB-R5QcrqLqj-AkfyUUp6Zwm9ynJ7F3bG26_BK5Qswg,Ótimo jogo para ensinar as crianças que ainda estão aprendendo eu baixei no meu celular e minha irmã fica prendendo as coisas não é coisa ruim fica aprendendo a fazer conta de matemática e como é uma criança né ela tem 3 anos de idade já sabe mesmo,5,14,,2021-08-23 17:03:39,"Obrigado pela avaliação 5 estrelas e apoio.
",2021-08-24 11:04:19,,0
700ad08f-75b4-4c13-af15-f14c1ce0e509,Thuane Prado,https://play-lh.googleusercontent.com/a-/ACB-R5TNIydO1M01XDBmVJ3SVQKEsjzgcQ9tFM5uh3gmeQ,O App é muito Bom! Minha filha de 5 anos gostou muito.. e por causa desse joguinho ela aprendeu a fazer continhas básicas de matemática com os dedos,4,5,,2022-10-18 13:13:00,"Que bom que gostou! Dê mais estrelas pra gente! 🙏🙏🙏🙏🙏
",2022-10-19 09:15:19,,0
1b3d02d4-be03-43a5-a170-503b028a1ca3,Samara Antunes Machado,https://play-lh.googleusercontent.com/a-/ACB-R5R_BrWn0LbxSv2o3DGlW4ZhtohoeOXfSzkk-EN3RA,nao tem anuncio e me ajudou muito eu tava com muita dificuldade mas agora fiquei bom em matematica e a judou meu irmao muito tambem eu e meu irmao tamo muito bam em matematica eu falo asiim por que eu to no computador mais dia 10 eu vote celular e eu tenho 8 anos e to no segundo ano vai me ajudar de mais brigado jogo,5,18,1.3.2007,2021-11-04 19:34:32,"Que bom que gostou! Compartilhe e apoie a educação das crianças. Conte a pais, professores, escolas e organizações sem fins lucrativos. 🙏🙏🙏🙏🙏

",2021-11-17 11:57:57,1.3.2007,0
8ad9d9a3-9aa7-43b9-a58e-431131f51f3d,Miguel Luiz,https://play-lh.googleusercontent.com/a-/ACB-R5QjUEEH_HL_VQyP4MwYr3Q9DEFxaIJrLg60h690,"Esse jogo n é nada de mas, mas ainda sim é muito útil para os pais q n tem tempo pra ajudar os menores de 5 anos é muito bom tbm porquer eles n exploram as pessoas com anúncios e compras e o melhor que é muito leve baixem agora vcs n vam se arrepender(;",5,24,,2021-11-12 23:55:08,,,,0
bf9a3bf3-8c2e-446a-988d-dffa89040b3f,Thalita Santana,https://play-lh.googleusercontent.com/a-/ACB-R5QfU-ySJTcazjLGrtxe_ac2NiVTqy3sm1VABDppCg,Esse jogo é muito ruim 😞 porque estáva ?-5=3 eu botei 2 mas falou que não era na calradora está 3. esse jogo é falso!,1,25,1.5.2007,2023-01-24 00:49:10,"Can you clarify what you mean? One star means horrible and trying to understand why. Every review matters to us.
",2023-01-24 13:08:35,1.5.2007,1
a3c904d8-1005-41fe-ba89-28b9f4aa6758,Ricardo Rainde,https://play-lh.googleusercontent.com/a/AGNmyxYE_gG5Q1QDDyZLGSNQNBXevlJ9CNBK79bWft50=mo,"Bom jogo para os primeiros níveis de aprendizado, deviam incluir questões de multiplicação e divisão assim estaria completo o jogo",5,10,1.2.2002,2020-05-08 16:12:28,Que bom que gostou! Confira outros aplicativos/jogos.,2020-05-12 09:38:47,1.2.2002,1
e3555f67-ac12-440f-bd5e-750ba4e519fe,Celeste Alberto Boa,https://play-lh.googleusercontent.com/a-/ACB-R5RWynRBguPU1jbut3jUUr-LyRwzoNv7Oo5gq9TzQiM,"Excelente, o meu filho gostou muito, ele só tem 3 anos mas intende poucos coisas , como a multiplicação e substituição. Obrigada",5,159,1.3.2006,2021-08-06 20:11:49,"Obrigado pela avaliação 5 estrelas e apoio. Compartilhe e apoie a educação das crianças. Conte a pais, professores, escolas e organizações sem fins lucrativos. 🙏🙏🙏🙏🙏

",2021-08-11 13:46:14,1.3.2006,0
62a868b0-2839-49cf-8238-64e7edd3e0cb,Samuel Salomão IPY,https://play-lh.googleusercontent.com/a/AGNmyxa2s4Cc5ROTdqLIxwf4_39MbZttDkVX5_lLPXRf=mo,"☺️🤞O jogo é muito,mas muito bom mesmo, isso ensentiva as crianças a ter mas paixão pelos números e saber mas dá matemática ☺️",5,3,,2022-11-28 14:47:08,"Que bom que gostou! Compartilhe e apoie a educação das crianças. Conte a pais, professores, escolas e organizações sem fins lucrativos.
",2022-11-29 08:23:18,,0
5d232d02-672a-4134-aa0f-03a74a1a2959,Fabiana Dinamunito,https://play-lh.googleusercontent.com/a/AGNmyxbe5r6sFgvLPS6b8GMyI1QzPFi5lGSi02GU2Xf3=mo,Preciso que fica instalado no telemóvel Bom,5,1,1.5.2007,2023-02-17 05:08:23,"Obrigado pela avaliação 5 estrelas e apoio.
",2023-02-20 12:18:09,1.5.2007,0
5b2a36c5-211c-4852-8b27-433415c5fb16,Leandro Félix,https://play-lh.googleusercontent.com/a-/ACB-R5S5vtIwQ56Ly7sm1QQZl2RKM68owTfdKQocl4SagFA,Ja desinstalei 3 vezes e instalei novamente. Demora demais a carregar até surgir a mensagem que não está respondendo. Lamentável,2,42,1.5.2003,2022-10-24 23:17:36,,,1.5.2003,1
9e289b63-3f60-4aa4-ac75-94afba5e1118,Cresendo com a julia,https://play-lh.googleusercontent.com/a-/ACB-R5S3XL-aaQiPB1BeDJJzAaBAxhbZn2Lo-qVuWfctEA,Gente realmente o jogo é muito bom sem anúncios e também não trava nem um pouco! Amei esse jogo tem continhas de subtração e adição,5,0,,2023-02-02 10:45:27,"Que bom que gostou! Compartilhe e apoie a educação das crianças. Conte a pais, professores, escolas e organizações sem fins lucrativos. 🤩🤩🤩🤩🤩👍🙏
",2023-02-03 11:16:20,,0
b3b1833b-895a-458a-8d52-ebdfe0cb0d28,Cláudia Absalao,https://play-lh.googleusercontent.com/a-/ACB-R5R6q1LXDXUlvhSA4h4srwokMuDB1af1huNKnCAGcA,Aplicativo muito interessante. Auxilia as crianças na aprendizagem de alguns conteúdos matemáticos,5,19,1.2.2003,2020-06-10 23:56:48,Obrigado pela avaliação 5 estrelas e apoio.,2020-06-11 13:31:40,1.2.2003,0
fab23b4b-6363-4d1f-ab75-16b26317c6ad,Seledes Ribeiro,https://play-lh.googleusercontent.com/a/AGNmyxYWM0biZkzG_7n5ElkvnhOawx48tpFWnxeh6PUO=mo,O jogo ainda tem dica,2,1,1.5.2009,2023-04-18 23:14:43,What problem did you face in the app? Please write to us at app_support@rvappstudios.com. We will try to help you immediately.,2023-04-19 07:24:01,1.5.2009,0
06fd0675-5d81-45f7-a981-a656b146595c,Marco Souza,https://play-lh.googleusercontent.com/a/AGNmyxa02o_OrFewOjuXzyvi-iQqycWNbfH-J3pA_Dwu=mo,Muito bom mas eu acho que podia ser mais difícil pra crianças aprender coisas novas mas super indico e muito bom !!,5,140,1.5.2000,2022-06-18 14:41:39,"Que bom que gostou! Compartilhe e apoie a educação das crianças. Conte a pais, professores, escolas e organizações sem fins lucrativos. 🤩🤩🤩🤩🤩👍🙏
",2022-06-24 13:30:20,1.5.2000,1
8575a201-a272-4aa2-a710-3c0d8bf103a4,Andreia Rossetto,https://play-lh.googleusercontent.com/a/AGNmyxa0mzx75KYQPDLSw0XA5MI4ZVypzfi2kEI8cOxt=mo,"Ótimo jogo, minha filha tem se desenvolvido muito com ele, ela se diverte muito e não é cansativo.",5,10,1.2.2002,2020-05-30 00:29:13,Obrigado pela avaliação 5 estrelas e apoio.,2020-05-30 10:19:35,1.2.2002,0
